client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies
CUST_06246,22,30000,RENT,2,PERSONAL,B,6000,12.42,0,0.2,N,4,Female,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.2,6647.990192,0.421599673,12,0.182220639,0
CUST_06247,24,48000,OWN,8,PERSONAL,A,1300,9.07,0,0.03,N,4,Female,Married,Master,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.027083333,13275.75748,0.303661614,10,0.802501365,0
CUST_06248,22,48000,MORTGAGE,0,DEBTCONSOLIDATION,A,4800,9.07,0,0.1,N,3,Female,Divorced,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,60,0.1,10831.62037,0.325658758,6,0.407181386,0
CUST_06249,22,48000,OWN,4,PERSONAL,B,2400,11.46,0,0.05,N,3,Male,Married,Master,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,60,0.05,3774.501499,0.128635448,1,0.824973971,0
CUST_06250,25,48000,MORTGAGE,9,EDUCATION,C,7000,12.09,0,0.15,Y,2,Male,Divorced,Master,USA,California,San Francisco,37.7749,-122.4194,Part-time,60,0.145833333,11423.69969,0.383827077,15,0.597521572,0
CUST_06251,24,30000,RENT,3,EDUCATION,B,6000,11.71,0,0.2,N,4,Male,Divorced,Master,UK,England,Manchester,53.4808,-2.2426,Part-time,60,0.2,5177.617152,0.372587238,9,0.299222837,0
CUST_06252,23,30000,RENT,3,DEBTCONSOLIDATION,B,6000,11.71,0,0.2,N,4,Male,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.2,6720.788018,0.424026267,10,0.883739194,1
CUST_06253,23,48000,OWN,6,EDUCATION,B,5000,10.08,0,0.1,N,4,Male,Divorced,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.104166667,6899.021424,0.24789628,14,0.220522923,0
CUST_06254,24,48000,MORTGAGE,2,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,4,Female,Married,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,24,0.104166667,2978.600169,0.166220837,2,0.080652996,0
CUST_06255,23,30000,RENT,0,EDUCATION,C,6000,13.49,0,0.2,Y,3,Female,Widowed,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.2,3076.562645,0.302552088,12,0.531083601,2
CUST_06256,22,30000,RENT,4,PERSONAL,B,6000,10.99,1,0.2,N,2,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.2,2866.532763,0.295551092,8,0.816471296,1
CUST_06257,23,30000,RENT,0,EDUCATION,A,6000,8.49,0,0.2,N,3,Male,Single,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,36,0.2,5908.727309,0.396957577,2,0.077458116,1
CUST_06258,24,30000,RENT,2,HOMEIMPROVEMENT,D,6000,15.99,1,0.2,Y,3,Female,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,60,0.2,2973.874366,0.299129146,11,0.927934246,1
CUST_06259,22,30000,RENT,3,PERSONAL,B,6000,10.37,0,0.2,N,2,Female,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,12,0.2,7720.38433,0.457346144,11,0.40073913,1
CUST_06260,26,30000,RENT,2,MEDICAL,A,6000,6.54,0,0.2,N,2,Male,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.2,6025.560445,0.400852015,12,0.278203266,0
CUST_06261,23,30000,RENT,7,PERSONAL,C,6000,14.72,0,0.2,Y,4,Male,Divorced,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.2,5664.655963,0.388821865,13,0.559888864,0
CUST_06262,21,30000,RENT,4,MEDICAL,A,6000,7.51,0,0.2,N,3,Female,Single,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.2,4926.610956,0.364220365,1,0.16729702,0
CUST_06263,24,48000,MORTGAGE,1,MEDICAL,C,3500,10.28,0,0.07,N,4,Male,Married,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Part-time,60,0.072916667,13323.88778,0.350497662,2,0.410864834,1
CUST_06264,26,30000,RENT,0,DEBTCONSOLIDATION,D,6000,,1,0.2,Y,2,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.2,6354.465795,0.411815526,5,0.644858857,0
CUST_06265,21,30000,RENT,3,MEDICAL,A,6000,8.94,0,0.2,N,2,Female,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.2,4325.294627,0.344176488,1,0.397556617,1
CUST_06266,26,30000,RENT,3,DEBTCONSOLIDATION,A,6000,7.74,0,0.2,N,3,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,24,0.2,3266.01931,0.30886731,9,0.663857759,1
CUST_06267,23,48152,MORTGAGE,7,MEDICAL,A,9500,7.29,0,0.2,N,2,Female,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.197291909,4727.509836,0.295470797,11,0.225346987,0
CUST_06268,22,48156,MORTGAGE,6,DEBTCONSOLIDATION,A,3000,,0,0.06,N,2,Male,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.062297533,8488.734278,0.238573268,13,0.051282121,0
CUST_06269,21,31000,RENT,6,MEDICAL,A,6000,6.03,0,0.19,N,3,Female,Widowed,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.193548387,1902.991594,0.254935213,9,0.817951807,0
CUST_06270,23,48235,MORTGAGE,5,VENTURE,B,20000,12.18,0,0.41,N,2,Female,Married,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.414636675,4073.337709,0.499084435,13,0.336434658,0
CUST_06271,25,48360,MORTGAGE,9,EDUCATION,A,6000,7.66,0,0.12,N,3,Male,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.124069479,3976.843188,0.206303623,11,0.584763336,0
CUST_06272,26,31200,RENT,10,DEBTCONSOLIDATION,C,6000,15.23,0,0.19,N,3,Male,Single,Master,Canada,BC,Vancouver,49.2827,-123.1207,Self-employed,60,0.192307692,7850.739693,0.443933965,10,0.298412777,0
CUST_06273,21,31200,RENT,1,DEBTCONSOLIDATION,D,6000,16.89,1,0.19,N,3,Female,Married,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.192307692,2374.056742,0.268399255,12,0.814279872,0
CUST_06274,25,31200,RENT,1,DEBTCONSOLIDATION,C,6000,13.8,1,0.19,N,4,Male,Single,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.192307692,6369.978467,0.396473669,7,0.056621121,0
CUST_06275,22,31200,RENT,4,EDUCATION,C,6000,13.22,0,0.19,N,2,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Part-time,12,0.192307692,7264.782986,0.425153301,3,0.912247253,0
CUST_06276,23,48500,MORTGAGE,1,VENTURE,C,6500,,0,0.13,N,4,Female,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.134020619,12723.86569,0.396368365,10,0.23678097,0
CUST_06277,22,31680,RENT,6,EDUCATION,B,6000,11.12,0,0.19,N,4,Male,Single,Master,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.189393939,2093.67397,0.255482133,6,0.919018984,1
CUST_06278,24,32000,RENT,1,HOMEIMPROVEMENT,C,6000,13.49,1,0.19,N,3,Female,Divorced,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Unemployed,24,0.1875,3221.218643,0.288163083,2,0.701051137,0
CUST_06279,26,48500,MORTGAGE,9,HOMEIMPROVEMENT,A,13000,7.29,0,0.27,N,3,Male,Single,Master,USA,Texas,Houston,29.7604,-95.3698,Part-time,36,0.268041237,12119.90721,0.517936231,5,0.620851721,3
CUST_06280,23,48500,MORTGAGE,8,PERSONAL,B,6000,10.25,0,0.12,N,2,Female,Single,Master,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,60,0.12371134,6406.932229,0.255813036,7,0.948761375,0
CUST_06281,21,32000,RENT,5,DEBTCONSOLIDATION,A,6000,5.42,0,0.19,N,4,Male,Widowed,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.1875,3396.290512,0.293634078,7,0.793032753,1
CUST_06282,25,32000,RENT,2,MEDICAL,B,6000,10.62,1,0.19,N,2,Male,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.1875,2310.37868,0.259699334,14,0.368868849,0
CUST_06283,25,48500,OTHER,1,EDUCATION,E,19500,15.57,1,0.4,N,4,Female,Single,High School,USA,New York,New York City,40.7128,-74.006,Self-employed,36,0.402061856,9691.863137,0.601894085,1,0.171716576,0
CUST_06284,22,42500,MORTGAGE,6,MEDICAL,E,7000,15.57,1,0.16,Y,4,Male,Married,Master,UK,England,London,51.5074,-0.1278,Self-employed,36,0.164705882,3211.580296,0.240272478,13,0.809507954,0
CUST_06285,25,32000,RENT,1,PERSONAL,D,6000,12.92,1,0.19,Y,3,Female,Married,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1875,5880.344075,0.371260752,9,0.889860912,0
CUST_06286,22,32001,RENT,4,VENTURE,D,6000,,0,0.19,Y,3,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Unemployed,36,0.187494141,7468.478217,0.420876792,11,0.263652037,0
CUST_06287,22,48526,MORTGAGE,0,EDUCATION,B,13500,11.14,0,0.28,N,3,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.278201377,8127.061667,0.445679876,13,0.396966161,1
CUST_06288,24,32004,RENT,2,PERSONAL,D,6000,14.84,1,0.19,N,4,Female,Divorced,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.187476565,8137.251839,0.441733903,6,0.33198729,1
CUST_06289,23,48600,OWN,2,MEDICAL,A,5000,7.49,0,0.1,N,2,Male,Married,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,60,0.102880658,2435.577325,0.152995418,7,0.540908507,2
CUST_06290,23,32124,RENT,,MEDICAL,D,6000,16.77,1,0.19,Y,3,Male,Single,Master,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.186776242,4913.096681,0.339717865,4,0.414046409,0
CUST_06291,22,32496,RENT,4,PERSONAL,C,6000,13.04,0,0.18,N,4,Male,Single,PhD,UK,England,Manchester,53.4808,-2.2426,Self-employed,36,0.184638109,2291.173473,0.255144432,6,0.387692919,0
CUST_06292,23,48600,MORTGAGE,5,MEDICAL,B,6000,11.86,0,0.12,N,4,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Part-time,36,0.12345679,11878.48046,0.367869968,3,0.925529473,1
CUST_06293,23,48600,MORTGAGE,7,PERSONAL,B,19000,11.36,0,0.39,N,4,Male,Single,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Self-employed,12,0.390946502,2705.545638,0.446616165,12,0.610891336,0
CUST_06294,26,33000,RENT,1,VENTURE,D,6000,14.84,1,0.18,N,2,Male,Married,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.181818182,6304.734381,0.372870739,3,0.274482616,1
CUST_06295,22,33000,RENT,6,PERSONAL,C,6000,13.85,0,0.18,N,4,Female,Married,High School,USA,New York,Buffalo,42.8864,-78.8784,Part-time,36,0.181818182,4067.124886,0.30506439,11,0.414427468,0
CUST_06296,24,48661,MORTGAGE,7,EDUCATION,D,8000,17.58,0,0.16,N,2,Female,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.164402704,14404.09918,0.460411812,12,0.397810374,2
CUST_06297,23,33276,RENT,4,EDUCATION,C,6000,11.03,0,0.18,Y,4,Female,Married,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.180310133,8229.755536,0.427628187,4,0.522886711,1
CUST_06298,21,33280,RENT,0,VENTURE,C,6000,13.23,0,0.18,Y,2,Male,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Part-time,36,0.180288462,1793.228044,0.234171516,12,0.155276509,1
CUST_06299,26,33600,RENT,4,DEBTCONSOLIDATION,B,6000,10.71,0,0.18,N,3,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.178571429,7788.687434,0.410377602,12,0.946318579,1
CUST_06300,22,33650,RENT,1,EDUCATION,D,6000,12.86,1,0.18,N,4,Male,Divorced,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,60,0.178306092,1752.843426,0.230396536,4,0.889440918,0
CUST_06301,24,48732,OTHER,6,MEDICAL,A,3500,9.32,0,0.07,N,4,Male,Married,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,36,0.07182139,10884.25947,0.295170719,12,0.407274214,0
CUST_06302,24,48800,MORTGAGE,7,DEBTCONSOLIDATION,A,9000,7.49,0,0.18,N,2,Male,Divorced,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,60,0.18442623,5327.917311,0.293604863,7,0.534022994,1
CUST_06303,21,33996,RENT,1,PERSONAL,C,6000,12.53,0,0.18,Y,3,Female,Single,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.176491352,7858.58628,0.407653438,1,0.244695973,0
CUST_06304,24,48852,MORTGAGE,4,VENTURE,A,10300,6.99,0,0.21,N,2,Female,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Unemployed,24,0.210840907,6623.422769,0.346422312,8,0.887904279,0
CUST_06305,24,34000,RENT,0,PERSONAL,A,6000,8.9,0,0.18,N,4,Male,Married,High School,UK,England,London,51.5074,-0.1278,Part-time,60,0.176470588,4483.908419,0.308350248,7,0.831250833,0
CUST_06306,26,34000,RENT,6,DEBTCONSOLIDATION,B,6000,12.69,0,0.18,N,4,Male,Divorced,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Self-employed,12,0.176470588,8931.525705,0.439162521,12,0.551440657,0
CUST_06307,24,48960,MORTGAGE,8,VENTURE,E,10000,18.39,0,0.2,N,3,Male,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.204248366,10781.38011,0.424456293,12,0.475548104,0
CUST_06308,23,34000,RENT,2,DEBTCONSOLIDATION,D,6000,14.09,1,0.18,Y,4,Female,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.176470588,8688.168792,0.432004964,7,0.459984753,0
CUST_06309,22,48996,MORTGAGE,5,MEDICAL,A,5000,7.9,0,0.1,N,4,Female,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.102049147,11353.01733,0.333762293,13,0.488982113,0
CUST_06310,22,34039,RENT,,PERSONAL,A,6000,7.9,0,0.18,N,2,Male,Single,Master,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.176268398,7646.881883,0.400919001,11,0.623629927,1
CUST_06311,23,48996,MORTGAGE,7,EDUCATION,C,10525,13.61,0,0.21,N,2,Male,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.214813454,14333.79703,0.507363806,5,0.823750926,3
CUST_06312,25,29000,RENT,0,MEDICAL,C,6000,13.49,1,0.21,N,3,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.206896552,4007.01429,0.345069458,2,0.542822225,0
CUST_06313,22,35000,RENT,2,MEDICAL,A,6000,7.49,0,0.17,N,2,Female,Widowed,High School,UK,England,London,51.5074,-0.1278,Full-time,60,0.171428571,4486.874244,0.299624978,15,0.744003252,0
CUST_06314,22,42996,MORTGAGE,7,HOMEIMPROVEMENT,C,12000,13.79,1,0.28,N,4,Male,Single,PhD,USA,California,San Francisco,37.7749,-122.4194,Part-time,24,0.27909573,7441.761479,0.452176051,2,0.287004808,2
CUST_06315,23,29000,RENT,5,EDUCATION,A,6000,7.88,1,0.21,N,3,Male,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.206896552,6409.341814,0.427908338,8,0.687276216,0
CUST_06316,24,35000,RENT,0,VENTURE,C,6000,13.98,0,0.17,Y,4,Male,Divorced,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,24,0.171428571,5521.997137,0.329199918,9,0.057284612,1
CUST_06317,22,35000,RENT,7,EDUCATION,B,6000,,0,0.17,N,2,Female,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.171428571,9413.872535,0.440396358,12,0.725204672,1
CUST_06318,24,35004,RENT,2,VENTURE,B,6000,10.59,0,0.17,N,3,Female,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.171408982,2712.252944,0.248893068,15,0.12809683,0
CUST_06319,24,29004,RENT,0,VENTURE,D,6000,15.62,1,0.21,N,3,Male,Divorced,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.206868018,7828.743976,0.476787477,15,0.131322212,1
CUST_06320,23,35004,RENT,1,EDUCATION,B,6000,,0,0.17,N,2,Male,Widowed,High School,UK,England,London,51.5074,-0.1278,Part-time,36,0.171408982,9576.560289,0.444993723,2,0.807519262,0
CUST_06321,26,29004,RENT,1,PERSONAL,D,6000,14.11,1,0.21,N,4,Male,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Self-employed,36,0.206868018,2989.898185,0.309953737,10,0.60612557,0
CUST_06322,23,49000,MORTGAGE,6,DEBTCONSOLIDATION,A,9600,5.42,0,0.2,N,3,Female,Single,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,60,0.195918367,11166.86452,0.423813562,6,0.586989292,1
CUST_06323,24,43000,MORTGAGE,1,PERSONAL,D,4000,17.49,1,0.09,N,3,Male,Married,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,12,0.093023256,2903.724194,0.160551725,12,0.227354825,0
CUST_06324,23,49000,MORTGAGE,5,EDUCATION,A,3500,5.42,0,0.07,N,2,Male,Single,PhD,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.071428571,10640.89402,0.288589674,15,0.492158187,0
CUST_06325,21,35324,RENT,4,MEDICAL,B,6000,,0,0.17,N,4,Female,Married,High School,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,60,0.169856188,4855.507154,0.307312511,2,0.935373532,0
CUST_06326,24,43000,MORTGAGE,8,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,Y,2,Female,Single,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.23255814,8916.247947,0.439912743,11,0.90980193,1
CUST_06327,26,29364,RENT,4,HOMEIMPROVEMENT,C,6000,13.35,1,0.2,Y,4,Male,Married,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.204331835,6937.813596,0.440601199,7,0.744338957,0
CUST_06328,25,49000,OWN,6,VENTURE,C,3000,,0,0.06,N,3,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,24,0.06122449,3877.792939,0.140363121,4,0.455755756,1
CUST_06329,24,43000,MORTGAGE,2,DEBTCONSOLIDATION,B,3000,10.99,1,0.07,N,3,Female,Married,Master,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,12,0.069767442,5124.718256,0.188946936,4,0.299600514,1
CUST_06330,23,49000,MORTGAGE,7,VENTURE,C,4000,13.99,0,0.08,N,4,Male,Married,High School,UK,England,London,51.5074,-0.1278,Full-time,36,0.081632653,5983.725735,0.203749505,13,0.33625442,0
CUST_06331,25,35392,RENT,9,EDUCATION,A,6000,7.4,0,0.17,N,3,Female,Married,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,12,0.169529837,2451.904839,0.238808342,2,0.366483004,1
CUST_06332,25,49000,MORTGAGE,9,DEBTCONSOLIDATION,A,7000,6.99,0,0.14,N,3,Female,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.142857143,12759.52249,0.403255561,2,0.73374546,1
CUST_06333,22,29916,RENT,1,PERSONAL,D,6000,15.65,1,0.2,N,2,Female,Married,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Part-time,60,0.200561572,8507.519495,0.48494182,7,0.520947667,0
CUST_06334,25,36000,RENT,9,MEDICAL,B,6000,,0,0.17,N,4,Male,Divorced,PhD,UK,Wales,Swansea,51.6214,-3.9436,Part-time,24,0.166666667,4782.535734,0.299514881,8,0.154329278,1
CUST_06335,24,49000,MORTGAGE,5,HOMEIMPROVEMENT,A,2700,6.92,0,0.06,N,4,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Unemployed,12,0.055102041,3975.692322,0.136238619,7,0.309001666,3
CUST_06336,22,49000,MORTGAGE,6,EDUCATION,A,2400,5.79,0,0.05,N,4,Female,Single,High School,UK,England,Manchester,53.4808,-2.2426,Unemployed,60,0.048979592,13549.27553,0.325495419,12,0.364536907,0
CUST_06337,23,49000,MORTGAGE,7,MEDICAL,A,2400,7.66,0,0.05,N,3,Female,Single,Master,USA,New York,Buffalo,42.8864,-78.8784,Self-employed,36,0.048979592,12681.25581,0.307780731,9,0.370160882,1
CUST_06338,25,49000,MORTGAGE,2,HOMEIMPROVEMENT,B,18225,10,0,0.37,N,4,Male,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Self-employed,36,0.371938776,14368.02495,0.665163775,4,0.623491298,1
CUST_06339,26,49000,MORTGAGE,10,EDUCATION,B,20000,10,0,0.41,N,2,Male,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,36,0.408163265,5596.247098,0.52237239,10,0.564216787,0
CUST_06340,22,30000,RENT,7,EDUCATION,C,6000,14.79,1,0.2,N,4,Female,Divorced,Bachelor,UK,England,Manchester,53.4808,-2.2426,Unemployed,36,0.2,4134.234919,0.337807831,11,0.545576449,1
CUST_06341,22,30000,RENT,0,DEBTCONSOLIDATION,E,6000,19.39,1,0.2,Y,4,Male,Single,Master,UK,Wales,Cardiff,51.4816,-3.1791,Self-employed,24,0.2,3530.173494,0.31767245,2,0.45925685,0
CUST_06342,22,36000,RENT,1,DEBTCONSOLIDATION,C,6000,12.68,0,0.17,N,4,Male,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.166666667,9748.835909,0.437467664,12,0.058951914,0
CUST_06343,22,49000,MORTGAGE,,PERSONAL,A,16750,6.91,0,0.34,N,4,Female,Single,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.341836735,9517.336968,0.536068101,9,0.866051828,0
CUST_06344,26,30000,RENT,2,DEBTCONSOLIDATION,E,6000,16.77,1,0.2,N,2,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Self-employed,36,0.2,2330.748581,0.277691619,1,0.30400712,1
CUST_06345,23,49000,MORTGAGE,2,VENTURE,A,6000,7.88,0,0.12,N,4,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Self-employed,60,0.12244898,14483.40804,0.418028735,6,0.102205538,1
CUST_06346,26,49000,MORTGAGE,10,EDUCATION,A,14000,7.88,0,0.29,N,2,Female,Divorced,Master,Canada,BC,Victoria,48.4284,-123.3656,Self-employed,12,0.285714286,5393.620401,0.395788171,10,0.130292378,0
CUST_06347,22,36000,RENT,6,EDUCATION,B,6000,10,0,0.17,N,3,Male,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.166666667,8719.068605,0.408863017,1,0.588023379,0
CUST_06348,24,49000,MORTGAGE,7,MEDICAL,A,3500,7.88,0,0.07,N,3,Female,Divorced,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.071428571,12444.21293,0.325392101,5,0.527258555,0
CUST_06349,25,49000,OWN,4,HOMEIMPROVEMENT,A,2500,6.76,0,0.05,N,4,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Part-time,36,0.051020408,5406.443666,0.161355993,9,0.069942359,1
CUST_06350,22,36000,RENT,4,EDUCATION,B,6000,10.36,0,0.17,N,3,Male,Married,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,24,0.166666667,9880.32362,0.441120101,6,0.642262137,0
CUST_06351,23,36000,RENT,2,MEDICAL,B,6000,11.86,0,0.17,N,4,Male,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.166666667,9263.440361,0.423984454,12,0.628492263,0
CUST_06352,25,36000,RENT,9,DEBTCONSOLIDATION,C,6000,14.72,0,0.17,N,2,Female,Married,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,60,0.166666667,9287.801269,0.424661146,2,0.380706606,0
CUST_06353,22,49000,MORTGAGE,6,VENTURE,A,4000,8.94,0,0.08,N,2,Female,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.081632653,2944.536423,0.141725233,9,0.551949679,0
CUST_06354,22,49000,MORTGAGE,2,DEBTCONSOLIDATION,B,8500,12.53,0,0.17,N,2,Male,Widowed,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.173469388,14137.02376,0.461980077,6,0.879875301,1
CUST_06355,22,36000,RENT,6,EDUCATION,B,6000,10.75,0,0.17,N,3,Female,Married,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.166666667,2386.85315,0.232968143,5,0.060642811,0
CUST_06356,21,49000,MORTGAGE,5,VENTURE,A,14000,,0,0.29,N,3,Female,Single,PhD,UK,Wales,Swansea,51.6214,-3.9436,Full-time,24,0.285714286,5885.28498,0.405822142,4,0.389780818,0
CUST_06357,21,36000,RENT,2,EDUCATION,B,6000,11.86,0,0.17,N,3,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,60,0.166666667,6547.19371,0.348533159,9,0.522325228,2
CUST_06358,22,49000,MORTGAGE,4,VENTURE,A,7000,9.32,0,0.14,N,2,Male,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,60,0.142857143,10116.15866,0.349309361,14,0.727429116,0
CUST_06359,23,30000,RENT,4,DEBTCONSOLIDATION,D,6000,16.32,1,0.2,Y,3,Male,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Part-time,60,0.2,3307.244926,0.310241498,14,0.588902544,0
CUST_06360,23,36000,RENT,7,PERSONAL,A,6000,7.51,0,0.17,N,3,Female,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,36,0.166666667,3961.067448,0.276696318,12,0.363101354,0
CUST_06361,24,49000,MORTGAGE,2,VENTURE,E,20000,15.57,0,0.41,Y,4,Female,Married,Master,Canada,BC,Victoria,48.4284,-123.3656,Part-time,60,0.408163265,3530.23708,0.48020892,4,0.805851889,0
CUST_06362,24,49000,MORTGAGE,2,VENTURE,D,7000,13.17,0,0.14,Y,4,Male,Divorced,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,12,0.142857143,6620.765856,0.277974813,6,0.918215218,0
CUST_06363,22,36000,RENT,1,DEBTCONSOLIDATION,A,6000,7.51,0,0.17,N,2,Female,Married,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Part-time,12,0.166666667,9617.327367,0.433814649,5,0.401974928,0
CUST_06364,22,49032,MORTGAGE,6,EDUCATION,B,2400,11.86,0,0.05,N,2,Male,Married,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.048947626,11186.63664,0.277097337,15,0.893205705,1
